Unnamed: 0,Unnamed: 0.1,2021-06-15 15:56:43.573872,2021-06-15 17:07:16.845472,2021-06-17 10:04:51.761535,2021-06-17 15:06:54.435611,2021-06-17 16:06:59.608266,2021-06-17 19:45:02.499830,2021-06-17 21:10:06.262513,2021-06-17 23:10:07.102035,2021-06-18 01:10:03.029725,2021-06-18 03:10:02.419875,2021-06-18 05:10:01.810628,2021-06-18 07:10:02.976842,2021-06-18 09:10:01.973464,2021-06-18 11:10:02.067328,2021-06-18 13:10:02.060030,2021-06-18 15:10:01.956353,2021-06-18 17:10:03.482338,2021-06-18 19:10:02.772944,2021-06-18 21:10:07.201125,2021-06-18 23:10:03.257887,2021-06-19 01:11:22.906182,2021-06-19 03:10:14.368458,2021-06-19 05:10:02.845975,2021-06-19 07:10:01.868241,2021-06-19 09:10:39.028580,2021-06-19 11:10:02.287519,2021-06-19 13:10:16.383743,2021-06-19 15:10:02.852215
41,41,"42, Gaullin, Julian Perretta,   Seven Nation Army","42, Gaullin, Julian Perretta,   Seven Nation Army","42, MOT, LYRIQ,   Не Бруклин","42, Анет Сай, NILETTO,   Не люблю?","42, MOT, LYRIQ,   Не Бруклин","42, MOT, LYRIQ,   Не Бруклин ","42, MOT, LYRIQ,   Не Бруклин ","42, Rauf & Faik, NILETTO,   Если тебе будет грустно ","42, Асия, Аня Pokrov,   Любовь с картинки ","42, Асия, Аня Pokrov,   Любовь с картинки ","42, Асия, Аня Pokrov,   Любовь с картинки ","42, Miyagi & Andy Panda,   Minor ","42, HENSY, PIZZA,   Неидеальная ","42, Miyagi & Andy Panda,   Minor ","42, Miyagi & Andy Panda,   Minor ","42, MOT, LYRIQ,   Не Бруклин ","42, MOT, LYRIQ,   Не Бруклин ","42, Ramil',   Сияй ","42, SLAVA MARLOW,   ТЫ ГОРИШЬ КАК ОГОНЬ ","42, Minelli, Filatov, Karas,   Rampampam Filatov & Karas Remix","42, Minelli, Filatov, Karas,   Rampampam Filatov & Karas Remix","42, MOT, LYRIQ,   Не Бруклин ","42, MOT, LYRIQ,   Не Бруклин ","42, MOT, LYRIQ,   Не Бруклин ","42, MOT, LYRIQ,   Не Бруклин ","42, MOT, LYRIQ,   Не Бруклин ","42, MOT, LYRIQ,   Не Бруклин ","42, Клава Кока & NILETTO,   Краш "
42,42,"43, Клава Кока & NILETTO,   Краш","43, Клава Кока & NILETTO,   Краш","43, Miyagi & Andy Panda,   Minor","43, Miyagi & Andy Panda,   Minor","43, Miyagi & Andy Panda,   Minor","43, Miyagi & Andy Panda,   Minor ","43, Miyagi & Andy Panda,   Minor ","43, Miyagi & Andy Panda,   Minor ","43, Miyagi & Andy Panda,   Minor ","43, Miyagi & Andy Panda,   Minor ","43, Miyagi & Andy Panda,   Minor ","43, Асия, Аня Pokrov,   Любовь с картинки ","43, Miyagi & Andy Panda,   Minor ","43, LOBODA,   Родной ","43, Rauf & Faik, NILETTO,   Если тебе будет грустно ","43, Miyagi & Andy Panda,   Minor ","43, Miyagi & Andy Panda,   Minor ","43, Анет Сай, NILETTO,   Не люблю? ","43, JONY,   Комета ","43, SLAVA MARLOW,   ТЫ ГОРИШЬ КАК ОГОНЬ ","43, SLAVA MARLOW,   ТЫ ГОРИШЬ КАК ОГОНЬ ","43, MORGENSHTERN,   SHOW ","43, MORGENSHTERN,   SHOW ","43, MORGENSHTERN,   SHOW ","43, MORGENSHTERN,   SHOW ","43, MORGENSHTERN,   SHOW ","43, Клава Кока & NILETTO,   Краш ","43, Rauf & Faik, NILETTO,   Если тебе будет грустно "
43,43,"44, Асия,   Как ты там","44, Асия,   Как ты там","44, Alan Walker, Imanbek,   Sweet Dreams","44, Alan Walker, Imanbek,   Sweet Dreams","44, Rauf & Faik, NILETTO,   Если тебе будет грустно","44, Rauf & Faik, NILETTO,   Если тебе будет грустно ","44, Rauf & Faik, NILETTO,   Если тебе будет грустно ","44, LOBODA,   Родной ","44, Alan Walker, Imanbek,   Sweet Dreams ","44, MOT, LYRIQ,   Не Бруклин ","44, MOT, LYRIQ,   Не Бруклин ","44, LOBODA,   Родной ","44, LOBODA,   Родной ","44, HENSY, PIZZA,   Неидеальная ","44, MOT, LYRIQ,   Не Бруклин ","44, HENSY, PIZZA,   Неидеальная ","44, HENSY, PIZZA,   Неидеальная ","44, HENSY, PIZZA,   Неидеальная ","44, HENSY, PIZZA,   Неидеальная ","44, MORGENSHTERN,   SHOW ","44, MORGENSHTERN,   SHOW ","44, Minelli, Filatov, Karas,   Rampampam Filatov & Karas Remix","44, Minelli, Filatov, Karas,   Rampampam Filatov & Karas Remix","44, NЮ,   В комнате Remix","44, NЮ,   В комнате Remix","44, JONY,   Комета ","44, MORGENSHTERN,   SHOW ","44, Лёша Свик,   Сиреневый закат "
44,44,"45, Miyagi & Andy Panda,   Там ревели горы","45, Miyagi & Andy Panda,   Там ревели горы","45, Rauf & Faik, NILETTO,   Если тебе будет грустно","45, LOBODA,   Родной","45, Alan Walker, Imanbek,   Sweet Dreams","45, Alan Walker, Imanbek,   Sweet Dreams ","45, Alan Walker, Imanbek,   Sweet Dreams ","45, MOT, LYRIQ,   Не Бруклин ","45, LOBODA,   Родной ","45, LOBODA,   Родной ","45, LOBODA,   Родной ","45, MOT, LYRIQ,   Не Бруклин ","45, MOT, LYRIQ,   Не Бруклин ","45, Alan Walker, Imanbek,   Sweet Dreams ","45, HENSY, PIZZA,   Неидеальная ","45, Rauf & Faik, NILETTO,   Если тебе будет грустно ","45, Rauf & Faik, NILETTO,   Если тебе будет грустно ","45, Gaullin, Julian Perretta,   Seven Nation Army ","45, Ramil',   Сияй ","45, Анет Сай, NILETTO,   Не люблю? ","45, Анет Сай, NILETTO,   Не люблю? ","45, NЮ,   В комнате Remix","45, NЮ,   В комнате Remix","45, JONY,   Комета ","45, JONY,   Комета ","45, Rauf & Faik, NILETTO,   Если тебе будет грустно ","45, Rauf & Faik, NILETTO,   Если тебе будет грустно ","45, JONY,   Комета "
45,45,"46, Mary Gu,   Косички","46, Mary Gu,   Косички","46, LOBODA,   Родной","46, Rauf & Faik, NILETTO,   Если тебе будет грустно","46, LOBODA,   Родной","46, LOBODA,   Родной ","46, LOBODA,   Родной ","46, Alan Walker, Imanbek,   Sweet Dreams ","46, MOT, LYRIQ,   Не Бруклин ","46, Alan Walker, Imanbek,   Sweet Dreams ","46, Alan Walker, Imanbek,   Sweet Dreams ","46, Клава Кока & NILETTO,   Краш ","46, Клава Кока & NILETTO,   Краш ","46, Клава Кока & NILETTO,   Краш ","46, LOBODA,   Родной ","46, LOBODA,   Родной ","46, LOBODA,   Родной ","46, Максим Круженков, Hi-Fi,   Седьмой лепесток ","46, Анет Сай, NILETTO,   Не люблю? ","46, JONY,   Комета ","46, JONY,   Комета ","46, JONY,   Комета ","46, JONY,   Комета ","46, Rauf & Faik, NILETTO,   Если тебе будет грустно ","46, Rauf & Faik, NILETTO,   Если тебе будет грустно ","46, Клава Кока & NILETTO,   Краш ","46, JONY,   Комета ","46, MORGENSHTERN,   SHOW "
46,46,"47, Miyagi & Andy Panda, TumaniYO,   Оттепель","47, Miyagi & Andy Panda, TumaniYO,   Оттепель","47, Miyagi & Andy Panda,   Там ревели горы","47, Miyagi & Andy Panda,   Там ревели горы","47, Miyagi & Andy Panda,   Там ревели горы","47, Miyagi & Andy Panda,   Там ревели горы ","47, Miyagi & Andy Panda,   Там ревели горы ","47, Miyagi & Andy Panda,   Там ревели горы ","47, Клава Кока & NILETTO,   Краш ","47, Клава Кока & NILETTO,   Краш ","47, Клава Кока & NILETTO,   Краш ","47, Alan Walker, Imanbek,   Sweet Dreams ","47, Alan Walker, Imanbek,   Sweet Dreams ","47, MOT, LYRIQ,   Не Бруклин ","47, Клава Кока & NILETTO,   Краш ","47, Клава Кока & NILETTO,   Краш ","47, Клава Кока & NILETTO,   Краш ","47, Miyagi & Andy Panda,   Minor ","47, Miyagi & Andy Panda,   Minor ","47, NЮ,   В комнате Remix","47, NЮ,   В комнате Remix","47, Rauf & Faik, NILETTO,   Если тебе будет грустно ","47, Rauf & Faik, NILETTO,   Если тебе будет грустно ","47, Minelli, Filatov, Karas,   Rampampam Filatov & Karas Remix","47, Клава Кока & NILETTO,   Краш ","47, Miyagi & Andy Panda, TumaniYO,   Оттепель ","47, Ramil',   Сияй ","47, Minelli, Filatov, Karas,   Rampampam Filatov & Karas Remix"
47,47,"48, Zivert,   Beverly Hills","48, Zivert,   Beverly Hills","48, Клава Кока & NILETTO,   Краш","48, Клава Кока & NILETTO,   Краш","48, Клава Кока & NILETTO,   Краш","48, Клава Кока & NILETTO,   Краш ","48, Клава Кока & NILETTO,   Краш ","48, Клава Кока & NILETTO,   Краш ","48, Miyagi & Andy Panda,   Там ревели горы ","48, Miyagi & Andy Panda,   Там ревели горы ","48, Miyagi & Andy Panda,   Там ревели горы ","48, Miyagi & Andy Panda,   Там ревели горы ","48, Miyagi & Andy Panda,   Там ревели горы ","48, Miyagi & Andy Panda,   Там ревели горы ","48, Miyagi & Andy Panda,   Там ревели горы ","48, Miyagi & Andy Panda,   Там ревели горы ","48, Miyagi & Andy Panda,   Там ревели горы ","48, Masked Wolf, Alok,   Astronaut In The Ocean Alok Remix","48, Gaullin, Julian Perretta,   Seven Nation Army ","48, Ramil',   Сияй ","48, Ramil',   Сияй ","48, Анет Сай, NILETTO,   Не люблю? ","48, Анет Сай, NILETTO,   Не люблю? ","48, Клава Кока & NILETTO,   Краш ","48, Miyagi & Andy Panda, TumaniYO,   Оттепель ","48, Ramil',   Сияй ","48, Minelli, Filatov, Karas,   Rampampam Filatov & Karas Remix","48, Ramil',   Сияй "
48,48,"49, Minelli, Filatov, Karas,   Rampampam Filatov & Karas Remix","49, Minelli, Filatov, Karas,   Rampampam Filatov & Karas Remix","49, Tiësto,   The Business","49, Zivert,   Beverly Hills","49, Zivert,   Beverly Hills","49, Zivert,   Beverly Hills ","49, Monoir, Eneli,   3 to 1 ","49, Monoir, Eneli,   3 to 1 ","49, Monoir, Eneli,   3 to 1 ","49, Monoir, Eneli,   3 to 1 ","49, Monoir, Eneli,   3 to 1 ","49, Monoir, Eneli,   3 to 1 ","49, Monoir, Eneli,   3 to 1 ","49, HammAli & Navai,   Прятки ","49, HammAli & Navai,   Прятки ","49, Miyagi & Andy Panda, TumaniYO,   Оттепель ","49, Miyagi & Andy Panda, TumaniYO,   Оттепель ","49, Rauf & Faik, NILETTO,   Если тебе будет грустно ","49, Masked Wolf, Alok,   Astronaut In The Ocean Alok Remix","49, Miyagi & Andy Panda, TumaniYO,   Оттепель ","49, Miyagi & Andy Panda, TumaniYO,   Оттепель ","49, Клава Кока & NILETTO,   Краш ","49, Клава Кока & NILETTO,   Краш ","49, Ramil',   Сияй ","49, Ramil',   Сияй ","49, Анет Сай, NILETTO,   Не люблю? ","49, Анет Сай, NILETTO,   Не люблю? ","49, Анет Сай, NILETTO,   Не люблю? "
49,49,"50, HammAli & Navai,   Прятки","50, HammAli & Navai,   Прятки","50, Zivert,   Beverly Hills","50, Tiësto,   The Business","50, Tiësto,   The Business","50, Tiësto,   The Business ","50, Zivert,   Beverly Hills ","50, Mary Gu,   Косички ","50, Mary Gu,   Косички ","50, Zivert,   Beverly Hills ","50, Mary Gu,   Косички ","50, HammAli & Navai,   Прятки ","50, HammAli & Navai,   Прятки ","50, Monoir, Eneli,   3 to 1 ","50, Monoir, Eneli,   3 to 1 ","50, Two Feet,   Fire In My Head ","50, Two Feet,   Fire In My Head ","50, Миша Марвин,   Девочка, не бойся ","50, Miyagi & Andy Panda, TumaniYO,   Оттепель ","50, Miyagi & Andy Panda,   Minor ","50, Miyagi & Andy Panda,   Minor ","50, Ramil',   Сияй ","50, Ramil',   Сияй ","50, Анет Сай, NILETTO,   Не люблю? ","50, Minelli, Filatov, Karas,   Rampampam Filatov & Karas Remix","50, Minelli, Filatov, Karas,   Rampampam Filatov & Karas Remix","50, Miyagi & Andy Panda, TumaniYO,   Оттепель ","50, LOBODA,   Родной "
50,50,"51, Two Feet,   Fire In My Head","51, Two Feet,   Fire In My Head","51, Monoir, Eneli,   3 to 1","51, Mary Gu,   Косички","51, Monoir, Eneli,   3 to 1","51, Monoir, Eneli,   3 to 1 ","51, Tiësto,   The Business ","51, Zivert,   Beverly Hills ","51, Zivert,   Beverly Hills ","51, Mary Gu,   Косички ","51, Zivert,   Beverly Hills ","51, Mary Gu,   Косички ","51, Mary Gu,   Косички ","51, Mary Gu,   Косички ","51, Miyagi & Andy Panda, TumaniYO,   Оттепель ","51, HammAli & Navai,   Прятки ","51, HammAli & Navai,   Прятки ","51, LOBODA,   Родной ","51, Rauf & Faik, NILETTO,   Если тебе будет грустно ","51, Rauf & Faik, NILETTO,   Если тебе будет грустно ","51, Rauf & Faik, NILETTO,   Если тебе будет грустно ","51, LOBODA,   Родной ","51, Miyagi & Andy Panda, TumaniYO,   Оттепель ","51, Miyagi & Andy Panda, TumaniYO,   Оттепель ","51, Анет Сай, NILETTO,   Не люблю? ","51, NЮ,   В комнате Remix","51, LOBODA,   Родной ","51, Miyagi & Andy Panda, TumaniYO,   Оттепель "
51,51,"52, Monoir, Eneli,   3 to 1","52, Monoir, Eneli,   3 to 1","52, Mary Gu,   Косички","52, Monoir, Eneli,   3 to 1","52, Mary Gu,   Косички","52, Mary Gu,   Косички ","52, Mary Gu,   Косички ","52, HammAli & Navai,   Прятки ","52, HammAli & Navai,   Прятки ","52, HammAli & Navai,   Прятки ","52, HammAli & Navai,   Прятки ","52, Zivert,   Beverly Hills ","52, Zivert,   Beverly Hills ","52, Zivert,   Beverly Hills ","52, Zivert,   Beverly Hills ","52, Monoir, Eneli,   3 to 1 ","52, Monoir, Eneli,   3 to 1 ","52, Miyagi & Andy Panda, TumaniYO,   Оттепель ","52, LOBODA,   Родной ","52, HENSY, PIZZA,   Неидеальная ","52, HENSY, PIZZA,   Неидеальная ","52, Miyagi & Andy Panda, TumaniYO,   Оттепель ","52, LOBODA,   Родной ","52, LOBODA,   Родной ","52, Miyagi & Andy Panda,   Minor ","52, Miyagi & Andy Panda,   Minor ","52, Miyagi & Andy Panda,   Minor ","52, Miyagi & Andy Panda,   Minor "
52,52,"53, INNA,   Flashbacks","53, INNA,   Flashbacks","53, HammAli & Navai,   Прятки","53, HammAli & Navai,   Прятки","53, HammAli & Navai,   Прятки","53, HammAli & Navai,   Прятки ","53, HammAli & Navai,   Прятки ","53, Tiësto,   The Business ","53, Tiësto,   The Business ","53, Tiësto,   The Business ","53, Tiësto,   The Business ","53, Tiësto,   The Business ","53, INNA,   Flashbacks ","53, VAVAN, Лилая,   АМУР ","53, Mary Gu,   Косички ","53, Zivert,   Beverly Hills ","53, Zivert,   Beverly Hills ","53, Клава Кока & NILETTO,   Краш ","53, Клава Кока & NILETTO,   Краш ","53, LOBODA,   Родной ","53, LOBODA,   Родной ","53, Miyagi & Andy Panda,   Minor ","53, Miyagi & Andy Panda,   Minor ","53, Miyagi & Andy Panda,   Minor ","53, LOBODA,   Родной ","53, LOBODA,   Родной ","53, Элджей,   Candy Flip ","53, Элджей,   Candy Flip "
53,53,"54, MOT, JONY,   Лилии","54, MOT, JONY,   Лилии","54, 10AGE,   Нету интереса","54, VAVAN, Лилая,   АМУР","54, VAVAN, Лилая,   АМУР","54, VAVAN, Лилая,   АМУР ","54, VAVAN, Лилая,   АМУР ","54, VAVAN, Лилая,   АМУР ","54, VAVAN, Лилая,   АМУР ","54, VAVAN, Лилая,   АМУР ","54, VAVAN, Лилая,   АМУР ","54, INNA,   Flashbacks ","54, Tiësto,   The Business ","54, INNA,   Flashbacks ","54, VAVAN, Лилая,   АМУР ","54, Mary Gu,   Косички ","54, Mary Gu,   Косички ","54, Miyagi & Andy Panda,   Там ревели горы ","54, Miyagi & Andy Panda,   Там ревели горы ","54, Клава Кока & NILETTO,   Краш ","54, Клава Кока & NILETTO,   Краш ","54, HENSY, PIZZA,   Неидеальная ","54, HENSY, PIZZA,   Неидеальная ","54, Элджей,   Candy Flip ","54, Элджей,   Candy Flip ","54, Элджей,   Candy Flip ","54, NЮ,   В комнате Remix","54, Zivert,   Beverly Hills "
54,54,"55, 10AGE,   Нету интереса","55, 10AGE,   Нету интереса","55, VAVAN, Лилая,   АМУР","55, 10AGE,   Нету интереса","55, INNA,   Flashbacks","55, INNA,   Flashbacks ","55, INNA,   Flashbacks ","55, INNA,   Flashbacks ","55, INNA,   Flashbacks ","55, INNA,   Flashbacks ","55, INNA,   Flashbacks ","55, VAVAN, Лилая,   АМУР ","55, VAVAN, Лилая,   АМУР ","55, MOT, JONY,   Лилии ","55, INNA,   Flashbacks ","55, VAVAN, Лилая,   АМУР ","55, VAVAN, Лилая,   АМУР ","55, Monoir, Eneli,   3 to 1 ","55, Зомб,   Брют ","55, Gaullin, Julian Perretta,   Seven Nation Army ","55, Gaullin, Julian Perretta,   Seven Nation Army ","55, Gaullin, Julian Perretta,   Seven Nation Army ","55, Элджей,   Candy Flip ","55, HENSY, PIZZA,   Неидеальная ","55, HENSY, PIZZA,   Неидеальная ","55, HENSY, PIZZA,   Неидеальная ","55, Miyagi & Andy Panda,   Там ревели горы ","55, Miyagi & Andy Panda,   Там ревели горы "
55,55,"56, Zivert,   Life","56, Zivert,   Life","56, INNA,   Flashbacks","56, INNA,   Flashbacks","56, 10AGE,   Нету интереса","56, 10AGE,   Нету интереса ","56, Miyagi & Andy Panda, TumaniYO,   Оттепель ","56, MOT, JONY,   Лилии ","56, MOT, JONY,   Лилии ","56, MOT, JONY,   Лилии ","56, MOT, JONY,   Лилии ","56, MOT, JONY,   Лилии ","56, MOT, JONY,   Лилии ","56, Tiësto,   The Business ","56, MOT, JONY,   Лилии ","56, INNA,   Flashbacks ","56, INNA,   Flashbacks ","56, HammAli & Navai,   Прятки ","56, GAYAZOV$ BROTHER$,   Rosa X ","56, Masked Wolf, Alok,   Astronaut In The Ocean Alok Remix","56, Masked Wolf, Alok,   Astronaut In The Ocean Alok Remix","56, Элджей,   Candy Flip ","56, Gaullin, Julian Perretta,   Seven Nation Army ","56, Gaullin, Julian Perretta,   Seven Nation Army ","56, Miyagi & Andy Panda,   Там ревели горы ","56, Miyagi & Andy Panda,   Там ревели горы ","56, Masked Wolf, Alok,   Astronaut In The Ocean Alok Remix","56, Masked Wolf, Alok,   Astronaut In The Ocean Alok Remix"
56,56,"57, Artik & Asti,   Девочка, танцуй","57, Artik & Asti,   Девочка, танцуй","57, MOT, JONY,   Лилии","57, Miyagi & Andy Panda, TumaniYO,   Оттепель","57, MOT, JONY,   Лилии","57, MOT, JONY,   Лилии ","57, MOT, JONY,   Лилии ","57, Miyagi & Andy Panda, TumaniYO,   Оттепель ","57, Miyagi & Andy Panda, TumaniYO,   Оттепель ","57, Miyagi & Andy Panda, TumaniYO,   Оттепель ","57, Miyagi & Andy Panda, TumaniYO,   Оттепель ","57, 10AGE,   Нету интереса ","57, 10AGE,   Нету интереса ","57, 10AGE,   Нету интереса ","57, 10AGE,   Нету интереса ","57, MOT, JONY,   Лилии ","57, MOT, JONY,   Лилии ","57, Zivert,   Beverly Hills ","57, Элджей,   Candy Flip ","57, Элджей,   Candy Flip ","57, Элджей,   Candy Flip ","57, Masked Wolf, Alok,   Astronaut In The Ocean Alok Remix","57, Masked Wolf, Alok,   Astronaut In The Ocean Alok Remix","57, Miyagi & Andy Panda,   Там ревели горы ","57, NLO,   Напиваюсь ","57, NLO,   Напиваюсь ","57, Zivert,   Beverly Hills ","57, Gaullin, Julian Perretta,   Seven Nation Army "
57,57,"58, Tiësto,   The Business","58, Tiësto,   The Business","58, Miyagi & Andy Panda, TumaniYO,   Оттепель","58, MOT, JONY,   Лилии","58, Miyagi & Andy Panda, TumaniYO,   Оттепель","58, Miyagi & Andy Panda, TumaniYO,   Оттепель ","58, 10AGE,   Нету интереса ","58, 10AGE,   Нету интереса ","58, 10AGE,   Нету интереса ","58, 10AGE,   Нету интереса ","58, 10AGE,   Нету интереса ","58, Miyagi & Andy Panda, TumaniYO,   Оттепель ","58, Miyagi & Andy Panda, TumaniYO,   Оттепель ","58, Miyagi & Andy Panda, TumaniYO,   Оттепель ","58, Tiësto,   The Business ","58, 10AGE,   Нету интереса ","58, 10AGE,   Нету интереса ","58, Элджей,   Candy Flip ","58, NЮ,   В комнате Remix","58, Miyagi & Andy Panda,   Там ревели горы ","58, Miyagi & Andy Panda,   Там ревели горы ","58, Miyagi & Andy Panda,   Там ревели горы ","58, Miyagi & Andy Panda,   Там ревели горы ","58, Masked Wolf, Alok,   Astronaut In The Ocean Alok Remix","58, Masked Wolf, Alok,   Astronaut In The Ocean Alok Remix","58, Masked Wolf, Alok,   Astronaut In The Ocean Alok Remix","58, HENSY, PIZZA,   Неидеальная ","58, Zivert,   Life "
58,58,"59, Linkin Park,   Numb","59, Linkin Park,   Numb","59, Else,   Paris","59, Zivert,   Life","59, Zivert,   Life","59, Zivert,   Life ","59, Zivert,   Life ","59, Zivert,   Life ","59, Zivert,   Life ","59, Zivert,   Life ","59, Zivert,   Life ","59, Zivert,   Life ","59, Zivert,   Life ","59, Artik & Asti,   Девочка, танцуй ","59, Galibri & Mavik,   Федерико Феллини ","59, Tiësto,   The Business ","59, Tiësto,   The Business ","59, VAVAN, Лилая,   АМУР ","59, HammAli & Navai,   Прятки ","59, Скриптонит, bludkidd,   Тремор ","59, Скриптонит, bludkidd,   Тремор ","59, Скриптонит, bludkidd,   Тремор ","59, Скриптонит, bludkidd,   Тремор ","59, NLO,   Напиваюсь ","59, Gaullin, Julian Perretta,   Seven Nation Army ","59, Gaullin, Julian Perretta,   Seven Nation Army ","59, Gaullin, Julian Perretta,   Seven Nation Army ","59, HammAli & Navai,   Прятки "
59,59,"60, SLAVA MARLOW,   Снова я напиваюсь","60, SLAVA MARLOW,   Снова я напиваюсь","60, Zivert,   Life","60, Else,   Paris","60, Else,   Paris","60, Else,   Paris ","60, Artik & Asti,   Девочка, танцуй ","60, Artik & Asti,   Девочка, танцуй ","60, Artik & Asti,   Девочка, танцуй ","60, Artik & Asti,   Девочка, танцуй ","60, Artik & Asti,   Девочка, танцуй ","60, Artik & Asti,   Девочка, танцуй ","60, Artik & Asti,   Девочка, танцуй ","60, Zivert,   Life ","60, Zivert,   Life ","60, Galibri & Mavik,   Федерико Феллини ","60, Galibri & Mavik,   Федерико Феллини ","60, INNA,   Flashbacks ","60, Monoir, Eneli,   3 to 1 ","60, NLO,   Напиваюсь ","60, NLO,   Напиваюсь ","60, Zivert,   Beverly Hills ","60, NLO,   Напиваюсь ","60, Скриптонит, bludkidd,   Тремор ","60, Zivert,   Beverly Hills ","60, Zivert,   Beverly Hills ","60, HammAli & Navai,   Прятки ","60, NЮ,   В комнате Remix"
60,60,"61, NILETTO,   Любимка","61, NILETTO,   Любимка","61, Artik & Asti,   Девочка, танцуй","61, Artik & Asti,   Девочка, танцуй","61, Artik & Asti,   Девочка, танцуй","61, Artik & Asti,   Девочка, танцуй ","61, Else,   Paris ","61, Else,   Paris ","61, Else,   Paris ","61, Else,   Paris ","61, Else,   Paris ","61, Else,   Paris ","61, Else,   Paris ","61, Galibri & Mavik,   Федерико Феллини ","61, Artik & Asti,   Девочка, танцуй ","61, Zivert,   Life ","61, Zivert,   Life ","61, MOT, JONY,   Лилии ","61, Galibri & Mavik,   Федерико Феллини ","61, Monoir, Eneli,   3 to 1 ","61, Monoir, Eneli,   3 to 1 ","61, NLO,   Напиваюсь ","61, Zivert,   Beverly Hills ","61, Zivert,   Beverly Hills ","61, Скриптонит, bludkidd,   Тремор ","61, HammAli & Navai,   Прятки ","61, NLO,   Напиваюсь ","61, Artik & Asti,   Девочка, танцуй "
61,61,"62, Artik & Asti, Артём Качер,   Грустный дэнс","62, Artik & Asti, Артём Качер,   Грустный дэнс","62, Miyagi & Эндшпиль, Рем Дигга,   I Got Love","62, Galibri & Mavik,   Федерико Феллини","62, Galibri & Mavik,   Федерико Феллини","62, Galibri & Mavik,   Федерико Феллини ","62, Galibri & Mavik,   Федерико Феллини ","62, Galibri & Mavik,   Федерико Феллини ","62, Galibri & Mavik,   Федерико Феллини ","62, Galibri & Mavik,   Федерико Феллини ","62, Galibri & Mavik,   Федерико Феллини ","62, Galibri & Mavik,   Федерико Феллини ","62, Galibri & Mavik,   Федерико Феллини ","62, Else,   Paris ","62, Two Feet,   Fire In My Head ","62, Artik & Asti,   Девочка, танцуй ","62, Artik & Asti,   Девочка, танцуй ","62, Mary Gu,   Косички ","62, Zivert,   Beverly Hills ","62, HammAli & Navai,   Прятки ","62, HammAli & Navai,   Прятки ","62, HammAli & Navai,   Прятки ","62, HammAli & Navai,   Прятки ","62, HammAli & Navai,   Прятки ","62, HammAli & Navai,   Прятки ","62, Zivert,   Life ","62, Zivert,   Life ","62, NILETTO,   Любимка "
62,62,"63, Элджей,   Candy Flip","63, Элджей,   Candy Flip","63, SLAVA MARLOW,   Снова я напиваюсь","63, Miyagi & Эндшпиль, Рем Дигга,   I Got Love","63, Miyagi & Эндшпиль, Рем Дигга,   I Got Love","63, Miyagi & Эндшпиль, Рем Дигга,   I Got Love ","63, Miyagi & Эндшпиль, Рем Дигга,   I Got Love ","63, Miyagi & Эндшпиль, Рем Дигга,   I Got Love ","63, Miyagi & Эндшпиль, Рем Дигга,   I Got Love ","63, Miyagi & Эндшпиль, Рем Дигга,   I Got Love ","63, Miyagi & Эндшпиль, Рем Дигга,   I Got Love ","63, Miyagi & Эндшпиль, Рем Дигга,   I Got Love ","63, Miyagi & Эндшпиль, Рем Дигга,   I Got Love ","63, Miyagi & Эндшпиль, Рем Дигга,   I Got Love ","63, Элджей,   Candy Flip ","63, Элджей,   Candy Flip ","63, Элджей,   Candy Flip ","63, Galibri & Mavik,   Федерико Феллини ","63, VAVAN, Лилая,   АМУР ","63, Zivert,   Beverly Hills ","63, Zivert,   Beverly Hills ","63, Monoir, Eneli,   3 to 1 ","63, Monoir, Eneli,   3 to 1 ","63, Monoir, Eneli,   3 to 1 ","63, Zivert,   Life ","63, Artik & Asti,   Девочка, танцуй ","63, Galibri & Mavik,   Федерико Феллини ","63, Monoir, Eneli,   3 to 1 "
63,63,"64, Miyagi & Эндшпиль, Рем Дигга,   I Got Love","64, Miyagi & Эндшпиль, Рем Дигга,   I Got Love","64, Элджей,   Candy Flip","64, SLAVA MARLOW,   Снова я напиваюсь","64, SLAVA MARLOW,   Снова я напиваюсь","64, SLAVA MARLOW,   Снова я напиваюсь ","64, SLAVA MARLOW,   Снова я напиваюсь ","64, NILETTO,   Любимка ","64, NILETTO,   Любимка ","64, NILETTO,   Любимка ","64, NILETTO,   Любимка ","64, NILETTO,   Любимка ","64, NILETTO,   Любимка ","64, NILETTO,   Любимка ","64, Miyagi & Эндшпиль, Рем Дигга,   I Got Love ","64, Miyagi & Эндшпиль, Рем Дигга,   I Got Love ","64, Miyagi & Эндшпиль, Рем Дигга,   I Got Love ","64, 10AGE,   Нету интереса ","64, Скриптонит, bludkidd,   Тремор ","64, Galibri & Mavik,   Федерико Феллини ","64, Galibri & Mavik,   Федерико Феллини ","64, Zivert,   Life ","64, Zivert,   Life ","64, Zivert,   Life ","64, ELMAN,   ДРУГ ","64, Monoir, Eneli,   3 to 1 ","64, VAVAN, Лилая,   АМУР ","64, HENSY, PIZZA,   Неидеальная "
